Código Unb;Armazém;Código Região;Id Catálogo;Nome Catálogo;Código;Descrição;Ativo;Item Geral;Geral para regiões;Retornável;Descartavel;Camadas;Quantidade Palete;Quantidade Palete Dúzia;Fator;Código embalagem;Código tipo embalagem;Embalagem;Grupo;Subgrupo;Embalagem/Tipo produto;Altura do palete;Quantidade de Lastros/Camadas;Largura do item;Altura do item;Comprimento do item;Peso bruto do item;Base palete;Topo Palete;Barril;Água/Isotônico;Tipo Caixa;Quantidade de unidades por caixa;Fator14;Quantidade14;Fator21;Quantidade21;Fator28;Quantidade28;Fator35;Quantidade35;Fator42;Quantidade42;Código subtipo;Descrição subtipo;Ocupação extra;Pré-picking Marketplace
;;;2.0;Brasil;18006;BRAHMA EXTRA LAGER LT 269ML CX CARTAO C/8 NPAL;True;True;False;False;True;13;520;520;8.0;88.0;1.0;LATA 269;2.0;1.0;88 - LATA 269 (Tipo: 1 - CERVEJA);1.69;40;11.6;13.0;23.1;2.24;False;False;False;False;;;0.1618;173.0;0.1615;260.0;0.1618;346.0;0.1617;433.0;0.1615;520.0;;;False;False
;;;2.0;Brasil;18008;WALS BRUT ONE WAY 375ML CX C/12 ARTE;True;True;False;False;True;0;0;0;0.0;143.0;1.0;ONE-WAY 375 ARTE;4.0;1.0;143 - ONE-WAY 375 ARTE (Tipo: 1 - CERVEJA);0.0;0;0.0;0.0;0.0;9.36;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;CERVEJA COM ALCOOL;False;False
;;;2.0;Brasil;18010;WALS NIOBIUM ONE WAY 300ML CX C/12 ARTE;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18012;X WALS ONE WAY 300ML CX C/12 ARTE;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18014;WALS TT ONE WAY 300ML CX C/12 ARTE;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18017;WALS LA VERA ONE WAY 600ML CX C/12 ARTE;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18022;DO BEM MANGA TETRAPAK 330ML CX12;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18031;DO BEM GOIABA TETRAPAK 330ML CX12;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18033;DO BEM TODO DIA UVA TETRAPAK 330ML CX12;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18035;DO BEM CAJU TETRAPAK 330ML CX12;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18044;BRAHVA CHOPP LATA 355ML TWELVE-PACK BANDEJA C/2 SM;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;2.93;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18047;MODELO LATA 355ML TWELVE-PACK BANDEJA C/2 SMK;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;2.85;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18049;DO BEM PESSEGO TETRAPAK 330ML CX12;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18053;WALS MAD LAB ELITE BA ONE WAY 375ML CX C/12 ARTE;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18055;WALS MAD LAB SIRIWI ONE WAY 375ML CX C/12 ARTE;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18057;WALS MAD LAB BELGIAN ST GOLDEN TRUFFLE ONE WAY 375;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18060;BOURBON COUNTY BRAND STOUT ORIGINAL OW 500ML CX C/;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18062;POLAR EXPORT GFA VD 300ML CX C/23;True;True;False;True;False;9;90;90;23.0;1002.0;1002.0;RGB 300;10.0;1002.0;1002 - RGB 300 (Tipo: 1002 - RGB 300);1.93;10;31.32;21.4;41.7;23.92;False;False;False;False;;;0.9333;30.0;1.05;40.0;0.9333;60.0;1.0;70.0;0.9333;90.0;;;False;False
724;CDD-Niteroi;;2.0;Brasil;18062;POLAR EXPORT GFA VD 300ML CX C/23;True;False;False;True;False;9;90;90;23.0;1002.0;1002.0;RGB 300;10.0;1002.0;1002 - RGB 300 (Tipo: 1002 - RGB 300);1.93;10;31.32;21.4;41.7;23.92;False;False;False;False;;;0.9333;30.0;1.05;40.0;0.9333;60.0;1.0;70.0;0.9333;90.0;;;False;False
499;CDD-Fortaleza;;2.0;Brasil;18062;POLAR EXPORT GFA VD 300ML CX C/23;True;False;False;True;False;9;90;90;23.0;1002.0;1002.0;RGB 300;10.0;1002.0;1002 - RGB 300 (Tipo: 1002 - RGB 300);1.93;10;31.32;21.4;41.7;23.92;False;False;False;False;;;0.9333;30.0;1.05;40.0;0.9333;60.0;1.0;70.0;0.9333;90.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;18066;Glaciar 500cc SIN GAS X12;True;False;True;False;False;7;203;203;12.0;1021.0;1021.0;CALIBRE 500;10.0;102.0;1021 - CALIBRE 500 (Tipo: 1021 - CALIBRE 500);1.0;29;1.0;1.0;1.0;1.0;False;True;False;False;;;0.3218;87.0;0.3621;116.0;0.3862;145.0;0.4023;174.0;0.4138;203.0;;;False;False
8;CD Rosario;;10.0;SAZ - Argentina;18066;Glaciar 500cc SIN GAS X12;True;False;True;False;True;7;203;203;12.0;1024.0;1024.0;AGUA 500;10.0;102.0;1024 - AGUA 500 (Tipo: 1024 - AGUA 500);1.0;29;1.0;1.0;1.0;1.0;False;False;False;False;;;0.3218;87.0;0.3621;116.0;0.3862;145.0;0.4023;174.0;0.4138;203.0;;;False;False
120;CD Mendoza;;10.0;SAZ - Argentina;18066;Glaciar 500cc SIN GAS X12;True;False;True;False;False;7;203;203;12.0;5061.0;5061.0;CALIBRE 500;50.0;506.0;5061 - CALIBRE 500 (Tipo: 5061 - CALIBRE 500);1.0;29;1.0;1.0;1.0;1.0;False;True;False;False;;;0.3218;87.0;0.3621;116.0;0.3862;145.0;0.4023;174.0;0.4138;203.0;;;False;False
12;CD Corrientes;;10.0;SAZ - Argentina;18066;Glaciar 500cc SIN GAS X12;True;False;True;False;False;7;203;203;12.0;5061.0;5061.0;CALIBRE 500;50.0;506.0;5061 - CALIBRE 500 (Tipo: 5061 - CALIBRE 500);1.0;29;1.0;1.0;1.0;1.0;False;True;False;False;;;0.3218;87.0;0.3621;116.0;0.3862;145.0;0.4023;174.0;0.4138;203.0;;;False;False
20;CD Santa Fe;;10.0;SAZ - Argentina;18066;Glaciar 500cc SIN GAS X12;True;False;True;False;True;7;203;203;12.0;1024.0;1024.0;AGUA 500;10.0;102.0;1024 - AGUA 500 (Tipo: 1024 - AGUA 500);1.0;29;1.0;1.0;1.0;1.0;False;False;False;False;;;0.3218;87.0;0.3621;116.0;0.3862;145.0;0.4023;174.0;0.4138;203.0;;;False;False
;;;2.0;Brasil;18072;SKOL LATA 410ML SH C/12;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18075;GOOSE ISLAND GREENLINE ONE WAY 355ML CX C/ 2 TWELV;True;True;False;False;True;0;0;900;0.0;71.0;1.0;ONE-WAY 355;4.0;1.0;71 - ONE-WAY 355 (Tipo: 1 - CERVEJA);0.0;0;0.0;0.0;0.0;13.68;False;False;False;False;;;0.0933;300.0;0.0933;450.0;0.0933;600.0;0.0933;750.0;0.0933;900.0;1.0;CERVEJA COM ALCOOL;False;False
;;;2.0;Brasil;18094;BLUE SUMMER ONE WAY 355ML CX C/4 SIX PACK;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18097;GOOSE SUMMER ONE WAY 355ML CX C/4 SIX PACK;True;True;False;False;True;0;0;56;0.0;;;;;;;0.0;0;0.0;0.0;0.0;13.67;False;False;False;False;;;1.5556;18.0;1.5;28.0;1.5135;37.0;1.5217;46.0;1.5;56.0;;;False;False
;;;2.0;Brasil;18111;CIT PROTOTIPO CERVEJA ONE WAY 600ML CX 12;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18113;GARRAFA AMBAR BUDWEISER 330ML VR;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18114;SKOL HOPS 600ML PURO MALTE;True;True;False;True;False;6;42;84;12.0;18.0;1.0;GARRAFA INTEIRA;1.0;1.0;18 - GARRAFA INTEIRA (Tipo: 1 - CERVEJA);1.91;7;35.01;31.6;51.2;12.95;False;False;False;False;;;1.0;14.0;1.0;21.0;1.0;28.0;1.0;35.0;1.0;42.0;;;False;False
;;;2.0;Brasil;18116;SKOL HOPS LT 269ML C/8 PURO MALTE;True;True;False;False;True;13;520;520;8.0;88.0;28.0;LATA 269;2.0;1.0;88 - LATA 269 (Tipo: 28 - BEBIDA ALCOOLICA ARO);1.69;40;11.6;13.0;23.1;2.24;False;False;False;False;;;0.18;160.0;0.11;400.0;0.13;440.0;0.13;520.0;0.16;520.0;;;False;False
;;;2.0;Brasil;18117;CHOPP GOOSE ISLAND NAC BARRIL KEG 30L NPAL;True;True;False;False;True;0;0;12;0.0;13.0;1.0;BARRIL KEG;6.0;1.0;13 - BARRIL KEG (Tipo: 1 - CERVEJA);0.0;0;0.0;0.0;0.0;32.01;False;False;False;False;;;7.0;4.0;7.0;6.0;7.0;8.0;7.0;10.0;7.0;12.0;3.0;CHOPP;False;False
;;;2.0;Brasil;18118;CHOPP GOOSE ISLAND NAC BARRIL KEG 50L NPAL;True;True;False;False;True;2;12;16;1.0;13.0;1.0;BARRIL KEG;6.0;1.0;13 - BARRIL KEG (Tipo: 1 - CERVEJA);1.0;11;29.8;29.6;40.2;53.35;False;False;False;False;;;5.6;5.0;5.25;8.0;5.6;10.0;5.3846;13.0;5.25;16.0;3.0;CHOPP;False;False
;;;2.0;Brasil;18135;SERRAMALTE LATA 350ML SIX-PACK SH C/2 NPAL;True;True;False;False;True;13;286;286;12.0;4002.0;4002.0;Latas 350;40.0;4002.0;4002 - Latas 350 (Tipo: 4002 - Latas 350);1.69;22;21.0;13.0;28.0;4.6;False;False;False;False;;;0.32;87.0;0.32;131.0;0.28;198.0;0.27;264.0;0.29;286.0;;;False;False
;;;2.0;Brasil;18137;GUARANA  ANTARCTICA PET 3L C/04 SHRINK LISO;True;True;False;False;True;4;80;80;4.0;5000.0;5000.0;Pet 3L + 2,5L;50.0;5000.0;5000 - Pet 3L + 2,5L (Tipo: 5000 - Pet 3L + 2,5L);1.46;20;24.2;36.31;24.2;12.24;False;False;False;False;;;1.4;20.0;1.05;40.0;1.4;40.0;0.875;80.0;1.05;80.0;;;False;False
495;CDL-Itaperuna;;2.0;Brasil;18137;GUARANA  ANTARCTICA PET 3L C/04 SHRINK LISO;True;False;False;False;True;4;80;80;4.0;5000.0;5000.0;Pet 3L + 2,5L;50.0;5000.0;5000 - Pet 3L + 2,5L (Tipo: 5000 - Pet 3L + 2,5L);1.46;20;24.2;36.31;24.2;12.24;False;False;False;False;;;1.4;20.0;1.05;40.0;1.4;40.0;0.875;80.0;1.05;80.0;;;False;False
538;CDD-Jacarepaguá;;2.0;Brasil;18137;GUARANA  ANTARCTICA PET 3L C/04 SHRINK LISO;True;False;False;False;True;4;80;80;4.0;5000.0;5000.0;Pet 3L + 2,5L;50.0;5000.0;5000 - Pet 3L + 2,5L (Tipo: 5000 - Pet 3L + 2,5L);1.46;20;24.2;36.31;24.2;12.24;False;False;False;False;;;1.4;20.0;1.05;40.0;1.4;40.0;0.875;80.0;1.05;80.0;;;False;False
;;;2.0;Brasil;18139;COLORADO GABIRU ONE WAY 600ML CX C-12 ARTE;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18140;CHOPP COLORADO GABIRU BARRIL KEG 30L NPAL;True;True;False;False;True;0;0;0;0.0;13.0;1.0;BARRIL KEG;6.0;1.0;13 - BARRIL KEG (Tipo: 1 - CERVEJA);0.0;0;0.0;0.0;0.0;32.01;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;CHOPP;False;False
;;;2.0;Brasil;18142;GOOSE ISLAND MIDWAY NAC LN 355ML CX C/12;True;True;False;False;True;12;132;132;12.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.7;22;22.0;12.4;26.7;6.96;False;False;False;False;;;0.64;44.0;0.64;66.0;0.64;88.0;0.64;110.0;0.64;132.0;;;False;False
763;CDD-Araraquara ;;2.0;Brasil;18142;GOOSE ISLAND MIDWAY NAC LN 355ML CX C/12;True;False;False;False;False;12;132;132;12.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.7;22;22.0;12.4;26.7;6.96;False;True;False;False;;;0.6364;44.0;0.6364;66.0;0.6364;88.0;0.6364;110.0;0.6364;132.0;;;False;False
538;CDD-Jacarepaguá;;2.0;Brasil;18142;GOOSE ISLAND MIDWAY NAC LN 355ML CX C/12;True;False;False;False;True;12;132;132;12.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.7;22;22.0;12.4;26.7;6.96;False;False;False;False;;;0.6364;44.0;0.6364;66.0;0.6364;88.0;0.6364;110.0;0.6364;132.0;;;False;False
;;;2.0;Brasil;18144;SERRANA LT 473ML SH C/12 NPAL;True;True;False;False;True;10;220;220;12.0;4000.0;4000.0;Latas 473;40.0;4000.0;4000 - Latas 473 (Tipo: 4000 - Latas 473);1.73;22;21.0;17.3;28.0;5.8;False;False;False;False;;;0.3836;73.0;0.3818;110.0;0.3836;146.0;0.3825;183.0;0.3818;220.0;1.0;CERVEJA COM ALCOOL;False;False
;;;2.0;Brasil;18145;HOEGAARDEN WHITE BARRIL KEG 20L NP;True;True;False;False;False;2;24;24;1.0;9002.0;9002.0;Barril 20L +10L;90.0;9002.0;9002 - Barril 20L +10L (Tipo: 9002 - Barril 20L +10L);1.12;20;36.0;37.0;40.0;21.34;False;False;True;False;;;1.4;20.0;2.1;20.0;2.8;20.0;2.9167;24.0;3.5;24.0;1.0;CERVEJA COM ALCOOL;False;False
401;CDD São Paulo;;2.0;Brasil;18145;HOEGAARDEN WHITE BARRIL KEG 20L NP;True;False;False;False;False;2;40;40;24.0;9002.0;9002.0;Barril 20L +10L;90.0;9002.0;9002 - Barril 20L +10L (Tipo: 9002 - Barril 20L +10L);1.12;20;36.0;37.0;40.0;21.34;False;False;True;False;;;3.5;8.0;5.25;8.0;7.0;8.0;4.38;16.0;5.25;16.0;1.0;CERVEJA COM ALCOOL;False;False
36_old;(Desativado) CDD Rio de Janeiro - NR;;2.0;Brasil;18145;HOEGAARDEN WHITE BARRIL KEG 20L NP;True;False;False;False;False;2;16;16;1.0;9002.0;9002.0;Barril 20L +10L;90.0;9002.0;9002 - Barril 20L +10L (Tipo: 9002 - Barril 20L +10L);1.12;8;36.0;37.0;40.0;21.34;False;False;True;False;;;3.5;8.0;5.25;8.0;7.0;8.0;4.375;16.0;5.25;16.0;1.0;CERVEJA COM ALCOOL;False;False
538;CDD-Jacarepaguá;;2.0;Brasil;18145;HOEGAARDEN WHITE BARRIL KEG 20L NP;True;False;False;False;False;2;24;24;1.0;9002.0;9002.0;Barril 20L +10L;90.0;9002.0;9002 - Barril 20L +10L (Tipo: 9002 - Barril 20L +10L);1.12;20;36.0;37.0;40.0;21.34;False;False;True;False;;;1.4;20.0;2.1;20.0;2.8;20.0;2.9167;24.0;3.5;24.0;1.0;CERVEJA COM ALCOOL;False;False
;;;2.0;Brasil;18146;BALBOA ICE LATA 355 ML PACK 12 MUNDIAL;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18147;BALBOA ICE LATA 355 ML PACK 12;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;14.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18148;BALBOA ICE LATA 355 ML 6 PACK C4;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;14.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18150;BALBOA ICE LATA 355 ML 6 PACK C4 MUNDIAL;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
632;CDL Sta Luzia - BP;;2.0;Brasil;18152;GUARANA  ANTARCTICA PET 200ML SH C/12;True;False;False;False;False;10;400;400;12.0;5005.0;5005.0;200 ml + copo ;50.0;5005.0;5005 - 200 ml + copo  (Tipo: 5005 - 200 ml + copo );1.57;40;16.3;17.3;22.5;2.64;False;True;False;False;;;0.35;80.0;0.2625;160.0;0.2333;240.0;0.2194;319.0;0.21;400.0;4.0;REFRIGERANTE;False;False
;;;2.0;Brasil;18152;GUARANA  ANTARCTICA PET 200ML SH C/12;True;True;False;False;False;10;400;400;12.0;5005.0;5005.0;200 ml + copo ;50.0;5005.0;5005 - 200 ml + copo  (Tipo: 5005 - 200 ml + copo );1.57;40;16.3;17.3;22.5;2.64;False;True;False;False;;;0.2105;133.0;0.21;200.0;0.2105;266.0;0.2102;333.0;0.21;400.0;4.0;REFRIGERANTE;False;False
926;CDD-Camboriu;;2.0;Brasil;18152;GUARANA  ANTARCTICA PET 200ML SH C/12;True;False;False;False;False;10;400;400;12.0;5005.0;5005.0;200 ml + copo ;50.0;5005.0;5005 - 200 ml + copo  (Tipo: 5005 - 200 ml + copo );1.57;40;16.3;17.3;22.5;2.64;False;True;False;False;;;0.35;80.0;0.2625;160.0;0.2333;240.0;0.2194;319.0;0.21;400.0;4.0;REFRIGERANTE;False;False
495;CDL-Itaperuna;;2.0;Brasil;18152;GUARANA  ANTARCTICA PET 200ML SH C/12;True;False;False;False;False;10;400;400;12.0;5005.0;5005.0;200 ml + copo ;50.0;5005.0;5005 - 200 ml + copo  (Tipo: 5005 - 200 ml + copo );1.57;40;16.3;17.3;22.5;2.64;False;True;False;False;;;0.2105;133.0;0.21;200.0;0.2105;266.0;0.2102;333.0;0.21;400.0;4.0;REFRIGERANTE;False;False
538;CDD-Jacarepaguá;;2.0;Brasil;18152;GUARANA  ANTARCTICA PET 200ML SH C/12;True;False;False;False;False;10;400;400;12.0;5005.0;5005.0;200 ml + copo ;50.0;5005.0;5005 - 200 ml + copo  (Tipo: 5005 - 200 ml + copo );1.57;40;16.3;17.3;22.5;2.64;False;True;False;False;;;0.2105;133.0;0.21;200.0;0.2105;266.0;0.2102;333.0;0.21;400.0;4.0;REFRIGERANTE;False;False
;;;2.0;Brasil;18154;X WALS LT 473ML SH C/12 NPAL;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18155;AGUA MINERAL MARQUESA SEM GAS PET 1 5L;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;1.5;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18156;AGUA MINERAL MARQUESA SEM GAS PET 1 5L CAIXA C/6;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;9.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18157;AGUA MINERAL MARQUESA SEM GAS PET 300 ML;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18158;AGUA MINERAL MARQUESA SEM GAS PET 300 ML CAIXA C/ ;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;3.6;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18159;AGUA MINERAL MARQUESA COM GAS PET 300 ML;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.3;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18160;AGUA MINERAL MARQUESA COM GAS PET 300 ML CAIXA C/ ;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;3.6;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18161;AGUA MINERAL MARQUESA SEM GAS PET 500ML;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.5;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18162;AGUA MINERAL MARQUESA SEM GAS PET 500ML CAIXA C/12;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18163;AGUA MINERAL MARQUESA COM GAS PET 500ML;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.5;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18164;AGUA MINERAL MARQUESA COM GAS PET 500ML CAIXA C/12;True;True;False;False;True;0;0;0;0.0;28.0;5.0;PET 500;3.0;2.0;28 - PET 500 (Tipo: 5 - AGUA);0.0;0;0.0;0.0;0.0;6.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;AGUA MINERAL;False;False
;;;2.0;Brasil;18167;BALBOA ICE LATA 355 ML 6 PACK C4 MERCADO;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;14.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18168;BALBOA ICE LATA 355 ML 6 PACK C4 MUNDIAL MERCADO;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18169;BALBOA ICE LATA 355 ML PACK 12 MERCADO;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;14.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18170;BALBOA ICE LATA 355 ML PACK 12 MUNDIAL MERCADO;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18176;TONICA ANTARCTICA ZERO LATA 350ML SH C/12 NPAL EXP;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;18184;GATORADE GACTIVE LIMAO PET 500ML SH C/12 NPAL;True;True;False;False;True;6;154;154;12.0;28.0;10.0;PET 500;3.0;2.0;28 - PET 500 (Tipo: 10 - ISOTONICO);1.91;14;17.5;15.8;25.6;6.36;False;False;False;False;;;0.55;51.0;0.55;77.0;0.55;102.0;0.55;128.0;0.55;154.0;16.0;ISOTONICO;False;False
