Descrição;Descrição Reduzida;Código;Código Reduzido;Controle de Lote;Controle de Data de Expiração;Solicita Data de Fabricação;Vida Útil;Janela de Expiração;Peso;Item de Conversão;Chapatex;Palete;Tipo;Classificação;Nome da classe do produto;Nome do Armazém;Nome do Catálogo;Ativo;Código de barras;Curva;Largura;Altura;Comprimento;Porcentagem Mínima de Vida Útil;Porcentagem de pré-bloqueio
EXTRA SERRAMALTE ONE WAY 300ML CX C/23 + GARRAFEIR;EXTRA SERRA OW3;24273;24273;False;True;False;0;;14;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
AGUA MINERAL INDAIA C/GAS PET 330 ML;INDAIA C/GAS 330 mL;5320;5320;False;True;False;;;0,43299999833106995;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;30;
AGUA MINERAL INDAIA C/GAS PET 500ML;INDAIA C/GAS 500 mL;7893;7893;False;True;False;;;0,625;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;False;1;;;;;30;
AGUA MINERAL INDAIA S/GAS PET 330 ML;INDAIA NATURAL 330 mL;9312;9312;False;True;False;0;;0,43299999833106995;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;False;;;;;;30;
AGUA MINERAL INDAIA S/GAS PET 500ML;" INDAIA NATURAL 500 mL";5316;5316;False;True;False;;;0,625;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;False;7896445490086;;;;;30;
WALS ABACAXI TRIANGULO ONE WAY 600ML CX C/12 ARTE;WAT OW600CX12AR;22229;22229;False;True;False;;;11,399999618530273;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
BRAHMA DUPLO MALTE LONG NECK 330ML CX C/24 COM GFA;BRDM LN330C24CG;22467;22467;False;True;False;;;13,9399995803833;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;;;;;;
"PIRACANJUBA B L P W Z L AMENDOIM TETRA PAK 1 L CX ";PBLPWZLA TETRP1;24438;24438;False;True;False;120;;1,1200000047683716;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
"PIRACANJUBA BLQLCHFRUT VER ZER ADIC TETRA PAK 200 ";PFVZEAD TTP200M;24452;24452;False;True;False;120;;5,15500020980835;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
PIRACANJBLQLCH AVE ZER LACT TETRA PAK 200 ML CX C/;PBLLCAZL TTP200;24456;24456;False;True;False;150;;5,171999931335449;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
ALMOND BREEZE ALIM C AMENDOA TETRAPAK 1 L CX C/12;ABACA TPK1LCX12;24466;24466;False;True;False;270;;12,600000381469727;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;17898215157103;;;;;;
PIRACANJUBA BEB LAC Z L MUNO CHOCOLATE TETRA PAK 2;PIBLZLC TTP200M;24462;24462;False;True;False;150;;5,171999931335449;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
PIRACANJUBA FARINHA LACTEA SACHE 180G CX C/12;PIFALAC SC180GC;24472;24472;False;True;False;365;;2,5199999809265137;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CARANGUEJO CACHACA OURO GFA VD 980 ML;CARCACOURO GFVD;25257;25257;False;False;False;;;1,409999966621399;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
MATUTA CACHACA CRISTAL GARRAFA VIDRO 1 L;MCC GFVD1L;25429;25429;False;False;False;;;1,6299999952316284;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
MATUTA CACHACA UMBURANA GARRAFA VIDRO 1 L;MCU GFVD1L;25430;25430;False;False;False;;;1,6299999952316284;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
DUELO NORTE CANINHA GFA PET 490ML CX 12;DNCA GFAPET490M;25075;25075;False;False;False;0;;6;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;17896718200180;;;;;;
CORONA EXTRA N LT SLEEK 350ML SIX-PACK BANDEJA C/4;COREXTN LTSL350;22516;22516;False;True;False;0;;8,899999618530273;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7891991299534;;;;;;
PIRAQUE RECH. CHOCOLATE PCT 160G CX C/20;PIRRC PC160GCX2;22862;22862;False;True;False;240;;3,3499999046325684;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;17896024760354;;;;;;
CONC.NAT.KIT FUSION CITRUS FE 1474 C KIT;CNKFCFE1474C K;21068;21068;False;True;False;;;120;False;False;False;Descartável;Produto Acabado;1000;;Brasil;False;;;;;;30;
51 ICE LIMAO GARRAFA VD 275ML CX C24;51 ICE LIMAO GARRAFA VD 275ML CX C24;25178;25178;False;False;False;365;;12;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;;;;;;
ACEROLACAMP COPO 285ML CX C/12;ACEROL COP285ML;23526;23526;False;True;False;90;;3,7679998874664307;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
Minalba PET 310ml S/gas AGUA MINERAL;Minalba PET 310ml S/gas AGUA MINERAL;4341;4341;False;True;False;360;;4,460000038146973;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;7896065812206;;;;;;
51 ICE KIWI GARRAFA VD 275ML CX C24;275 ML - KIWI - 51 ICE;25189;25189;False;False;False;;;11,300000190734863;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;;;;;;
51 ICE MARACUJA GARRAFA VD 275ML CX C24;275 ML - MARACUJA - 51 ICE;25180;25180;False;False;False;365;;12;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;;;;;;
PATAGONIA BOH PILS NACIONAL LATA 473ML TWELVE PACK;PABOPINA LT473T;18241;18241;False;True;False;0;;5,880000114440918;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
PATAGONIA WEISSE NACIONAL LATA 473ML TWELVE PACK S;PAWENA LT473TPS;18243;18243;False;True;False;;;5,880000114440918;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
SALADA OLEO DE MILHO GFA PET 900ML CX C/20;SALOLMI GFPET90;4124;4124;False;True;False;270;;17,299999237060547;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;;
ORLOFF VODKA GFA VD 1,75L;ORLOFF VODKA GFA VD 1,75 L;24571;24571;False;False;False;;;1,7899999618530273;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
PIRAQUE RECH. BRIGADEIRO PCT 160G CX C/20;PIRRB PC160GCX2;22882;22882;False;True;False;0;;3,3499999046325684;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;17896024760439;;;;;;
CHOPP WALS LAGOINHA BARRIL KEG 30L NPAL;CHWSLAGO KEG30N;19750;19750;False;True;False;;;32,0099983215332;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
PRINGLES BATATA ORIGINAL PCT 41G CX C/12;PRBO PCT41GCXC1;23110;23110;False;True;False;450;;0,492000013589859;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PRINGLES BATATA CREME E CEBOLA PCT 43G CX C/12;PRBCC PCT43GCXC;23112;23112;False;True;False;450;;0,515999972820282;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
ARCOR AYMORE BISCOITO RECHEADO CHOCO PCT 120G CX48;ARABIRECH PCT12;25953;25953;False;True;False;300;;5,855999946594238;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
NIVEA CREME PARA ROSTO LATA DE ALUMINIO 56G CX 36;NIVECRERO LTALU;25595;25595;False;True;False;378;;3,2790000438690186;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
KELLOGGS BISC DOCE SUCR CHOC PCT 130G CX C/30;KELLBDSCH PCT13;23118;23118;False;True;False;240;;3,9000000953674316;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
AGUA MINERAL INDAIA S/GAS PET 330 ML CAIXA C/ 12;INDAIA NATURAL 330 mL;9313;9313;False;True;False;;;4,400000095367432;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;False;;;;;;30;
AGUA MINERAL INDAIA S/GAS PET 1 5L CAIXA C/6;INDAIA NATURAL 1 5 L;5323;5323;False;True;False;;;10;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;False;;;;;;30;
FILME SH IM SK 269ML 860MM 70 MICRA;FISHIM SK269ML8;11437;11437;False;True;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
ANTARCTICA PILSEN ONE WAY 300ML CX PAP SH C/6 MULT;AP OW300CPS6 06;22925;22925;False;True;False;;;3,740000009536743;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;7891991300025;;;;;;
ANTARCTICA PILSEN ONE WAY 300ML CX C/24 REPACK;AP OW300 CX24 R;23352;23352;False;True;False;;;6,480000019073486;False;False;False;Retornável;Produto Acabado;One Way - Piloto;;Brasil;True;1;;;;;;
BRAHMA DUPLO MALTE LATA 410ML CX C/15 MULTPACK;BRDM LT410CX15;22767;22767;False;True;False;0;;6,460000038146973;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
TIROL DOCE DE LEITE PARA CONFEITARIA BALDE DE PLAS;"TDDLPC BLDPLT4 ";24742;24742;False;True;False;374;;13,949999809265137;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
TIROL LEITE EM PO INTEGRAL PCT 1KG CX C/10;TLPIN PCT1KGCX1;24933;24933;False;True;False;365;;10,170000076293945;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
SOCOCO. TETRA PAK 200 ML CX C/24;SCOCO TTP200MLC;24360;24360;False;True;False;305;;5,28000020980835;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
MATUTA CACHACA CRISTAL GFA VDR 300ML CX/12;MCC GFVDR300MLC;25055;25055;False;False;False;;;6,550000190734863;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
MATUTA CACHACA UMBURANA GFA VDR 300ML CX/12;MCU GFVDR300MLC;25057;25057;False;False;False;;;6,550000190734863;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
MATUTA CACHACA BALSAMO GFA VDR 300ML CX/12;MCB GFVDR300MLC;25059;25059;False;False;False;0;;6,550000190734863;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CEPERA AZEITE DE DENDE GARRAFA DE VIDRO 100ML CX24;CEPAZDND GFAVD1;25589;25589;False;True;False;382;;4,860000133514404;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
QUERO MAIONESE SACHE PLAST 200G CX24;QUMAI SCHPLST20;26168;26168;False;True;False;196;;4,920000076293945;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
AMIGOS DO BEM MIX DE CASTANHAS POUCH 50G CX24;AMDBMICAS POUCH;25830;25830;False;False;False;;;1,3200000524520874;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
TIROL LEITE EM PO INTEGRAL SACHE 350G CX 30;TLPIN SCH350CX3;24944;24944;False;True;False;365;;10,649999618530273;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRAQUE COOKIE CHOCOLATE PCT 40G CX C/72;PIRCCH PC40GCX7;22915;22915;False;True;False;240;;3,9100000858306885;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRAQUE COOKIE BAUNILHA PCT 40G CX C/72;PIRCB PC40GCX72;22919;22919;False;True;False;240;;3,9100000858306885;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
ITALAC LEITE CONDENSADO TETRAPAK 395G CX C/27;ITALAC LEITE CONDENS 395G C/27;23250;23250;False;True;False;365;;10,664999961853027;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
ARCOR CHICLE MORANGO POOSH PAPELAO 200G CX18;ACMP PAPELAO200;25235;25235;False;True;False;730;;3,5999999046325684;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
KNORR MOLHO ESCURO SACHE DE PLASTICO 1100G CX6;KME SACHEPL1100;25363;25363;False;True;False;450;;6,665999889373779;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRACANJUBA WHEY BEB. LACT. ZL BAUNILHA TETRAPAK 2;PIWBLZAB TETRP2;23602;23602;False;True;False;120;;3,4600000381469727;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
"PIRACANJUBA WHEY B. LACT. ZL FRUTAS VERM TETRAPAK ";PWBLZLFV TETRP2;23606;23606;False;True;False;120;;3,4600000381469727;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
MATUTA CACHACA MEL E LIMAO GARRAFA VIDRO 1 L;MCML GFVD1L;25434;25434;False;False;False;;;1,6299999952316284;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
51 ICE TANGERINA GARRAFA VD 275ML CX C24;275 ML - TANGERINA - 51 ICE;25186;25186;False;False;False;;;11,300000190734863;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;;;;;;
51 ICE CITRUS GARRAFA VD 275ML CX C24;275 ML - CITRUS - 51 ICE;25192;25192;False;False;False;365;;11,300000190734863;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;;;;;;
SELETA CACHACA CINCO ESTRELAS CRUZEIRO GARRAFA VID;SELCACHCIESCR G;25428;25428;False;False;False;;;1,159999966621399;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
SELETA CACHACA DA MASSA ATLETICO GARRAFA VIDRO 700;SELCAMASATL GFV;25427;25427;False;False;False;;;1,159999966621399;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
HOEGAARDEN FORBIDDEN FRUIT ONE WAY 330ML CX C/24 E;HOFFRU OW330CX2;14838;14838;False;True;False;;;14,100000381469727;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
SPATEN OKTOBERFEST MARZEN ONE WAY 355ML SIXPACK C/;SPAOKMA OW3556P;15783;15783;False;True;False;;;14;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
BUDWEISER LONG NECK 330ML SIX-PACK;BUD LN330 SP;13472;13472;False;True;False;0;;13,960000038146973;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;;;;;;
SPATEN PREMIUM ONE WAY 355ML SIXPACK C/4;SPAPRE OW3556PK;15786;15786;False;True;False;0;;14,180000305175781;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
TENNENTES SUPER ONE WAY 330ML CX C/24;TENSSU OW330CX2;15788;15788;False;True;False;;;13,100000381469727;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
CITRUS ANTARCTICA LT 269ML SH C/15;CA LT269SH15;20902;20902;False;True;False;;;4,199999809265137;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
PEPSI TWIST LT 269ML SH C/15;PC TW LT269SH15;20180;20180;False;True;False;;;4,199999809265137;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
SKOL BEATS MOSCOW MULE LT 269ML SH C15 NPAL;SKBTMOSMUL L269;23190;23190;False;True;False;;;4,199999809265137;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
SKOL BEATS MOJITO LT 269ML SH C15 NPAL;SKBTMO L269SH15;23192;23192;False;True;False;;;4,199999809265137;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
BOHEMIA VIENNA LAGER ONE WAY 600ML CX 12 NPAL;BOH VIENLA OW60;15037;15037;False;True;False;;;12,949999809265137;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
SKOL BEATS TREME LT 269ML SH C15 NPAL;SKBEATR L269SH1;23453;23453;False;True;False;;;4,199999809265137;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
COLORADO FRANGO ONE WAY 600ML CX C-12 ARTE;COLFRANGO OW600;16336;16336;False;True;False;;;12;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
CARANGUEJO CACHACA PRATA LT 350ML CX C/12;CARCACPRATA LT3;25256;25256;False;False;False;730;;4,320000171661377;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
CARANGUEJO CACHACA PRATA GFA VD 980 ML;CARCACPRATA GFV;25254;25254;False;False;False;;;1,409999966621399;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CARANGUEJO CACHACA OURO LT 350ML CX C/12;CARCACOURO LT35;25259;25259;False;False;False;730;;4,320000171661377;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
CACHACA GOSTOSA GFA PET 480ML CX 12;CACHGOST GFAP48;25265;25265;False;False;False;;;5,820000171661377;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;17896087200699;;;;;;
AMBEV SEMPRE JUNTOS ONE WAY 600ML CX 12 NPAL;AMBSJUN OW600CX;4155;4155;False;True;False;0;;12,100000381469727;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
DO BARRILCACHACA GARRAFA PET 500 ML CX C/12;DOBARCA GARPET5;22659;22659;False;False;False;;;6,300000190734863;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
COLORADO YBA-YA ONE WAY 600ML CX C-12 ARTE;COLYBA-YA OW600;16344;16344;False;True;False;;;12;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
LIZA OLEO DE MILHO GFA PET 900ML CX C/20;LIZOLMI GFPET90;1782;1782;False;True;False;360;;17,268999099731445;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;;
BRAHMA BOCK L N 355ML SHRINK C/12 NPAL;BB LN355SH12NPA;20955;20955;False;True;False;;;9,359999656677246;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;;;;;;
BRAHMA DUPLO MALTE LONG NECK 330ML GFE C/24 SEM GF;BRDM LN330GFE24;22469;22469;False;True;False;;;15,4399995803833;False;False;False;Retornável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;;;;;;
PIRAQUE MAIZENA PCT 200G CX C/40;PIRM PC200GCXC4;22856;22856;False;True;False;240;;8,380000114440918;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
LIZA OLEO DE SOJA GFA PET 900ML CX C/20;LIZ GFPET900MLC;22646;22646;False;True;False;180;;17,22800064086914;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;;
PIRAQUE SALGADO PCT 138G CX C/36;PIRSAL PC138GCX;22888;22888;False;True;False;180;;5,510000228881836;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRAQUE SALGADO INTEGRAL PCT 138G CX C/36;PIRSIN PC138GCX;22890;22890;False;True;False;180;;5,510000228881836;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRAQUE PARAFUSO SEMOLA PCT 1KG CX C/10;PIRPS PCT1KGCX1;22908;22908;False;True;False;730;;10,15999984741211;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
GUARANI ACUCAR REF. GRAN. SACHE 5GR CX C/1000;GUARACRG SAC5GC;23521;23521;False;True;False;730;;5,730000019073486;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
DANTE ROBINO MALBEC GFA OW 750ML CX C 6;DANTE ROBINO MALBEC GFA OW 750ML CX C 6;23564;23564;False;False;False;;;7,110000133514404;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;7790717151135;;;;;;
AGUA DA PEDRA COM GAS GFA PET 500ML PACK C/12;APCG GFAP500MLP;25009;25009;False;True;False;120;;6,320000171661377;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
AGUA DA PEDRA SEM GAS GFA PET 1 5L FD C/6;APSG GFPET1 5LF;25013;25013;False;True;False;270;;9,300000190734863;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
51 ICE BALADA GARRAFA VD 275ML CX C24;51 ICE BALADA GARRAFA VD 275ML CX C24;25174;25174;False;False;False;365;;12;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;;;;;;
DUELO NORTE CANINHA GFA PET 320ML CX 12;DNCA GFAPET320M;25078;25078;False;False;False;;;4;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
AGUA MIN FONTE DA ILHA S/GAS COPO 200ML CAIXA C/48;ILHAS/GAS CP200;6006;6006;False;True;False;;;10,5;False;False;False;Descartável;Produto Acabado;1000;;Brasil;False;7896468700117;;;;;30;
BRAHMA LT 269ML SH C15 NPAL PE/EC/RD;BRAHMA L269SH15;11501;11501;False;True;False;0;;4,199999809265137;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
POLAR EXPORT LT 269ML SH C15 NPAL;PLE L269SH15NP;11870;11870;False;True;False;0;;4,199999809265137;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
LEFFE BLONDE ONE WAY 330ML SIXPACK CX4;LEF BL OW330SIP;11973;11973;False;True;False;;;13,9399995803833;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
SPATEN OPTIMATOR ONE WAY 355ML SIXPACK C/4;SPA OPTIM OW355;12747;12747;False;True;False;;;14;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
PATAGONIA 24.7 BARRIL KEG 30L NPAL CERV;PAT 24.7 KEG30N;18767;18767;False;True;False;;;32,0099983215332;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
CHOPP WALS NOSSA LAGER BARRIL KEG 30L NPAL;CHWSNL KEG30NP;18464;18464;False;True;False;;;32,0099983215332;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
ANTARCTICA PILSEN LT 269ML SH TRANSP C/15 NPAL DIA;AP LT269SHTRC15;12892;12892;False;True;False;0;;4,199999809265137;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
BRAHMA CHOPP LT 269ML SH C15 NPAL DIA;BC L269SH15NP D;12895;12895;False;True;False;;;4,199999809265137;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
SKOL LT 269ML SH C15 NPAL DIA;SK L269SH15NP D;12897;12897;False;True;False;;;4,199999809265137;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
COLORADO GUAJAVA BARRIL KEG 30L NPAL;COLGUAJA KEG30N;19007;19007;False;True;False;0;;32,0099983215332;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
ANTARCTICA PILSEN LT 269ML CX CARTAO C/15;AP LT269CARTC15;13461;13461;False;True;False;;;4,230000019073486;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
